State,Industry,Measure,Year,Pivot Field Values
Minnesota,Transit and ground passenger transportation,Transportation Employees,2022,13914
Mississippi,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,42566
Mississippi,Transit and ground passenger transportation,     Business Establishments,2022,117
Mississippi,Transit and ground passenger transportation,Transportation Employees,2022,1488
Missouri,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,215850
Missouri,Transit and ground passenger transportation,     Business Establishments,2022,346
Missouri,Transit and ground passenger transportation,Transportation Employees,2022,6962
Montana,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,35535
Montana,Transit and ground passenger transportation,     Business Establishments,2022,94
Montana,Transit and ground passenger transportation,Transportation Employees,2022,1346
Nebraska,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,48208
Nebraska,Transit and ground passenger transportation,     Business Establishments,2022,104
Nebraska,Transit and ground passenger transportation,Transportation Employees,2022,1631
Nevada,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,366230
Nevada,Transit and ground passenger transportation,     Business Establishments,2022,174
Nevada,Transit and ground passenger transportation,Transportation Employees,2022,8782
New Hampshire,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,100191
New Hampshire,Transit and ground passenger transportation,     Business Establishments,2022,149
New Hampshire,Transit and ground passenger transportation,Transportation Employees,2022,2896
New Jersey,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,716661
New Jersey,Transit and ground passenger transportation,     Business Establishments,2022,879
New Jersey,Transit and ground passenger transportation,Transportation Employees,2022,18572
New Mexico,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,53137
New Mexico,Transit and ground passenger transportation,     Business Establishments,2022,121
New Mexico,Transit and ground passenger transportation,Transportation Employees,2022,1774
New York,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,2529384
New York,Transit and ground passenger transportation,     Business Establishments,2022,2614
New York,Transit and ground passenger transportation,Transportation Employees,2022,56352
North Carolina,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,223855
North Carolina,Transit and ground passenger transportation,     Business Establishments,2022,385
North Carolina,Transit and ground passenger transportation,Transportation Employees,2022,5331
North Dakota,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,30768
North Dakota,Transit and ground passenger transportation,     Business Establishments,2022,70
North Dakota,Transit and ground passenger transportation,Transportation Employees,2022,1078
Ohio,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,279469
Ohio,Transit and ground passenger transportation,     Business Establishments,2022,505
Ohio,Transit and ground passenger transportation,Transportation Employees,2022,8956
Oklahoma,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,29391
Oklahoma,Transit and ground passenger transportation,     Business Establishments,2022,102
Oklahoma,Transit and ground passenger transportation,Transportation Employees,2022,970
Oregon,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,169912
Oregon,Transit and ground passenger transportation,     Business Establishments,2022,282
Oregon,Transit and ground passenger transportation,Transportation Employees,2022,4734
Pennsylvania,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,857956
Pennsylvania,Transit and ground passenger transportation,     Business Establishments,2022,1126
Pennsylvania,Transit and ground passenger transportation,Transportation Employees,2022,29644
Puerto Rico,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,69276
Puerto Rico,Transit and ground passenger transportation,     Business Establishments,2022,201
Puerto Rico,Transit and ground passenger transportation,Transportation Employees,2022,3125
Rhode Island,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,93866
Rhode Island,Transit and ground passenger transportation,     Business Establishments,2022,140
Rhode Island,Transit and ground passenger transportation,Transportation Employees,2022,2600
South Carolina,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,80711
South Carolina,Transit and ground passenger transportation,     Business Establishments,2022,201
South Carolina,Transit and ground passenger transportation,Transportation Employees,2022,2163
South Dakota,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,31973
South Dakota,Transit and ground passenger transportation,     Business Establishments,2022,76
South Dakota,Transit and ground passenger transportation,Transportation Employees,2022,1208
Tennessee,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,314778
Tennessee,Transit and ground passenger transportation,     Business Establishments,2022,338
Tennessee,Transit and ground passenger transportation,Transportation Employees,2022,6779
Texas,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,707887
Texas,Transit and ground passenger transportation,     Business Establishments,2022,828
Texas,Transit and ground passenger transportation,Transportation Employees,2022,17140
Utah,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,63058
Utah,Transit and ground passenger transportation,     Business Establishments,2022,131
Utah,Transit and ground passenger transportation,Transportation Employees,2022,1590
Vermont,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,44248
Vermont,Transit and ground passenger transportation,     Business Establishments,2022,56
Vermont,Transit and ground passenger transportation,Transportation Employees,2022,1152
Virginia,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,375517
Virginia,Transit and ground passenger transportation,     Business Establishments,2022,569
Virginia,Transit and ground passenger transportation,Transportation Employees,2022,7816
Washington,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,437714
Washington,Transit and ground passenger transportation,     Business Establishments,2022,257
Washington,Transit and ground passenger transportation,Transportation Employees,2022,6195
West Virginia,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,12889
West Virginia,Transit and ground passenger transportation,     Business Establishments,2022,46
West Virginia,Transit and ground passenger transportation,Transportation Employees,2022,442
Wisconsin,Transit and ground passenger transportation,     Annual Payroll (thousands),2022,366614
